ID,X,Y,Z,U
1253,483.991,-1.17004,-147.393,-29.5386
1254,408.899,71.889,-109.026,55.9717
1255,454.639,-53.7067,-127.996,42.0264
1256,363.397,-71.2958,-81.1401,35.2551
1257,385.327,18.8031,-72.9114,34.7864
1258,372.125,39.1223,-90.8472,21.2769
1259,456.94,-18.1934,-167.136,27.4072
1260,426.862,-74.5917,-96.9696,28.6231
1261,394.226,44.8187,-74.27,32.8455
1262,473.016,67.522,-175.412,-32.0581
1263,466.583,-40.7318,-191.6,-14.3408
1264,472.931,-67.7637,-120.485,-59.198
1265,413.855,-61.0785,-157.677,-15.6226
1266,394.147,-15.227,-78.7476,-50.4822
1267,497.101,-17.243,-72.3901,-51.1743
1268,322.668,-57.0355,-115.32,-17.9883
1269,474.365,-59.6283,-89.5483,12.4768
1270,301.288,-66.1102,-112.709,-8.34961
1271,301.477,-40.1495,-61.9568,-30.1978
1272,492.822,52.9981,-142.164,12.0886
1273,357.825,58.1671,-78.9954,58.5974
1274,468.427,-54.2395,-187.469,47.1094
1275,397.15,74.0863,-76.6882,-42.6526
1276,420.85,31.8109,-61.2946,-24.5288
1277,423.291,3.52661,-60.3119,-42.4475
1278,302.741,51.6028,-74.0137,-49.2407
1279,491.003,-2.51587,-99.4263,-8.9209
1280,489.917,-24.494,-75.0476,-23.7854
1281,431.738,22.3901,-95.4999,-7.48901
1282,369.629,35.5023,-86.6644,-25.4114
1283,304.395,83.0402,-161.949,36.4783
1284,453.876,59.2767,-150.333,-7.02026
1285,371.124,-72.0593,-76.7523,10.0085
1286,417.67,86.8909,-85.5408,-57.3193
1287,398.114,37.2272,-187.49,19.8743
1288,462.305,-70.0873,-141.13,-45.9705
1289,481.348,-66.9397,-128.953,-25.0635
1290,403.662,13.0518,-159.108,26.2427
1291,397.406,-67.5055,-113.218,23.4705
1292,485.467,78.3105,-190.989,52.2546
1293,479.254,42.8906,-172.195,45.542
1294,317.596,71.6199,-186.632,-21.4233
1295,416.986,-40.2264,-152.751,0.322266
1296,339.337,-28.0316,-155.536,-19.8633
1297,383.649,-12.7277,-184.252,48.4424
1298,407.678,3.07617,-100.708,50.1086
1299,485.999,0.961304,-78.6578,-30.6628
1300,310.596,-32.5085,-144.958,-35.2258
1301,340.295,53.2837,-183.098,33.5998
1302,405.31,43.2696,-149.747,-16.6406
1303,373.065,-78.5632,-184.944,-29.7034
1304,381.61,-16.9189,-86.5149,2.87842
1305,446.899,-62.265,-69.3994,-10.6531
1306,350.098,-44.1211,-180.488,47.9736
1307,411.237,42.55,-149.568,18.8306
1308,455.475,-28.9655,-127.039,55.7666
1309,378.131,-60.3424,-169.029,37.3682
1310,414.844,44.9561,-180.483,35.6946
1311,323.041,-5.85022,-136.926,-58.5644
1312,380.969,30.2563,-195.433,4.36157
1313,410.602,-7.19055,-95.5383,27.7185
1314,330.566,7.38281,-120.605,55.3748
1315,445.435,87.0282,-80.3625,50.4602
1316,377.582,-21.2476,-125.168,-35.8008
1317,447.888,-41.8304,-132.687,-26.2024
1318,411.481,-54.5911,-77.5555,7.98706
1319,354.846,-14.5239,-84.6735,19.1126
1320,460.51,6.13586,-196.791,0.428467
1321,445.508,-83.5455,-96.9269,7.37549
1322,379.999,-60.8698,-76.3379,21.6028
1323,492.157,79.7607,-128.59,36.4746
1324,465.637,66.1157,-140.412,-37.196
1325,435.944,-79.4037,-159.907,-26.4221
1326,391.748,-21.0059,-72.8003,46.4026
1327,387.683,-21.3904,-187.298,42.4658
1328,474.573,-11.0083,-98.2129,40.686
1329,353.619,-71.7352,-130.961,-14.1138
1330,460.553,78.2996,-76.0901,49.6875
1331,486.212,61.7487,-74.9194,42.8833
1332,439.612,-45.813,-186.948,-1.9519
1333,459.918,-85.6494,-139.63,21.1487
1334,483.441,25.6915,-131.188,-29.1431
1335,371.979,-27.6361,-127.031,-55.6274
1336,408.765,62.7155,-60.4401,-31.5198
1337,368.182,-16.5289,-198.146,-5.43091
1338,465.637,37.6831,-161.385,36.4233
1339,393.671,-10.3766,-63.1445,-10.5579
1340,350.726,89.6869,-152.089,50.1636
1341,468.701,-57.5354,-183.931,-45.2893
1342,345.581,-28.8831,-90.8044,-4.99512
1343,489.429,61.1719,-89.2236,-8.53638
1344,379.919,-43.1818,-117.349,20.907
1345,353.711,-47.0984,-102.118,38.4961
1346,419.91,-24.2908,-106.882,32.3401
1347,411.847,-84.364,-180.18,9.65698
1348,381.451,24.9335,-76.2653,13.1213
1349,442.407,-76.4099,-68.0194,-53.7964
1350,368.457,66.5057,-82.8748,6.26587
1351,352.972,75.1025,-62.3627,-55.8801
1352,436.139,-53.5529,-175.938,-11.1768
1353,405.945,-16.9574,-149.645,-23.5217
1354,479.272,56.4203,-120.357,1.73218
1355,369.305,-12.3431,-176.074,-29.2127
1356,445.502,37.8809,-153.041,54.646
1357,392.419,52.0093,-70.2112,21.3208
1358,473.602,28.7128,-111.731,45.7947
1359,406.799,-60.1556,-118.054,16.4685
1360,356.763,-47.6367,-156.323,56.825
1361,451.886,-44.0277,-170.614,1.08765
1362,330.89,89.4946,-142.711,-57.3706
1363,325.854,89.1925,-163.996,-46.1682
1364,387.854,52.1191,-169.102,16.2122
1365,361.365,77.6349,-131.961,59.5056
1366,313.794,-59.7711,-194.843,-51.4893
1367,326.343,36.7053,-131.03,36.3977
1368,452.399,80.9638,-131.76,-36.7383
1369,449.799,29.4269,-78.0383,38.6462
1370,393.17,70.2301,-127.975,6.82617
1371,372.571,19.3634,-60.235,13.5535
1372,384.729,-3.16406,-64.2511,13.0444
1373,423.114,25.9991,-137.84,33.9514
1374,473.077,69.1589,-82.7979,-56.9275
1375,418.298,-57.3761,-199.141,45.5347
1376,364.88,84.2651,-188.61,-39.7668
1377,389.178,-83.2599,-148.051,-10.7849
1378,415.772,-0.455933,-183.303,19.856
1379,431.757,32.926,-144.214,58.4509
1380,343.597,-13.1287,-71.4331,-45.8826
1381,482.806,18.2538,-195.557,11.6016
1382,466.724,-30.7562,-99.3152,51.8921
1383,420.612,50.1691,-83.3746,59.2639
1384,467.31,79.9036,-146.381,-26.4111
1385,490.772,-33.1183,-179.924,-33.3801
1386,479.596,63.9844,-148.974,-38.9941
1387,456.982,-59.7491,-78.4784,-29.2127
1388,303.174,-37.3206,-156.694,22.1558
1389,476.807,-88.8135,-75.9235,33.1494
1390,341.272,-80.1563,-161.236,-28.8721
1391,302.46,-52.4707,-187.832,-53.291
1392,464.032,11.1456,-117.687,-37.0715
1393,406.586,84.4519,-196.031,58.4253
1394,396.814,-84.2651,-158.386,-36.6907
1395,433.063,7.34436,-168.691,-33.4351
1396,433.441,50.3394,-159.232,-46.366
1397,372.748,17.1991,-192.903,-6.96167
1398,474.506,25.9387,-198.522,30.6995
1399,464.282,38.5126,-159.753,30.7544
1400,390.643,6.88843,-88.2794,41.6016
1401,419.873,89.6704,-161.898,-34.0503
1402,310.822,-67.4231,-78.0725,-46.4392
1403,376.062,55.8325,-103.652,-4.46045
1404,435.608,21.5442,-71.3477,-1.22315
1405,369.507,24.3292,-63.5632,-0.534668
1406,375.452,38.139,-154.272,-5.73486
1407,337.781,-77.4371,-149.482,8.03101
1408,413.989,21.6486,-197.031,-3.28857
1409,445.135,78.3765,-126.155,-35.7422
1410,496.283,-42.0502,-67.6819,12.2937
1411,333.289,2.96081,-75.2783,-18.7866
1412,342.151,13.6395,-178.48,-38.4412
1413,497.205,76.2341,-128.107,14.3665
1414,484.405,72.6855,-124.689,19.2371
1415,385.883,14.7437,-110.513,28.9233
1416,432.159,15.5621,-175.933,9.10034
1417,428.119,62.0453,-80.5676,-57.8247
1418,359.106,20.8905,-159.997,13.7952
1419,383.313,41.6052,-78.6151,-59.1504
1420,316.791,-10.4315,-79.1876,39.7082
1421,417.23,52.1906,-69.8608,-26.5613
1422,372.888,71.4386,-79.1278,56.7773
1423,302.783,-74.2621,-79.444,-22.4451
1424,474.506,-45.5988,-190.113,53.3716
1425,345.837,-32.2339,-100.02,2.26685
1426,436.45,-23.9282,-120.921,-13.894
1427,435.95,-79.7223,-191.827,-14.5496
1428,454.492,-82.0844,-85.152,-15.3076
1429,422.198,-72.8943,-75.2698,26.1292
1430,343.689,-18.122,-140.045,-28.1982
1431,413.922,81.8591,-176.01,-48.186
1432,301.624,-10.448,-137.814,17.8784
1433,406.531,-1.73584,-62.5293,-19.1492
1434,396.716,43.797,-149.482,-8.99414
1435,432.263,23.0878,-156.212,-40.2283
1436,381.488,-47.1204,-101.187,-58.2568
1437,435.992,-48.4772,-133.914,55.6238
1438,430.841,-62.8802,-163.035,22.9651
1439,475.989,-74.9487,-183.068,23.324
1440,405.359,-81.9635,-70.4163,-55.2869
1441,449.707,-88.1158,-69.2328,47.9956
1442,439.575,89.989,-177.83,4.03565
1443,344.568,-70.1971,-76.1841,42.3193
1444,455.237,74.2896,-185.226,-30.1721
1445,413.739,-68.4174,-178.492,38.8733
1446,399.628,75.8935,-156.814,22.6831
1447,476.923,72.8778,-106.595,-2.52685
1448,408.807,82.4963,-192.408,29.7327
1449,346.118,-77.4097,-164.393,-12.4805
1450,495.923,-13.8098,-151.247,34.4824
1451,376.428,35.788,-139.293,25.3491
1452,364.465,87.6105,-128.325,41.6785
1453,341.815,-50.9161,-84.8273,46.5674
1454,346.576,2.56531,-143.219,57.1216
1455,435.907,-21.4783,-175.707,13.385
1456,466.309,-68.8074,-161.411,22.5293
1457,397.766,-20.0226,-195.394,36.9946
1458,427.924,-30.4211,-168.136,5.38696
1459,362.653,-67.9559,-196.206,34.8706
1460,329.144,-16.0895,-154.673,43.7622
1461,437.848,1.41724,-91.8726,3.14575
1462,499.481,47.1204,-157.22,6.1853
1463,403.394,-89.198,-142.621,-56.0522
1464,463.47,-1.97754,-68.1818,-53.54
1465,337.897,-50.7294,-92.7527,47.7319
1466,428.979,-77.0526,-60.0214,-6.47095
1467,369.311,25.2026,-180.718,50.6323
1468,300.494,-60.1062,-81.5802,16.311
1469,350.708,1.63147,-101.703,46.8091
1470,417.365,5.16357,-106.907,23.54
1471,461.06,54.1516,-122.707,-4.21143
1472,417.126,-77.5031,-156.583,-21.3794
1473,331.018,-28.6853,-150.102,-35.1965
1474,423.761,-85.2759,-91.5607,-10.5469
1475,493.72,-82.4854,-109.744,26.1438
1476,360.98,-42.1051,-159.476,33.2959
1477,360.529,-41.6272,-99.5203,49.4971
1478,390.515,37.9303,-193.493,56.6016
1479,321.845,-31.3605,-174.438,-10.7117
1480,475.378,69.7632,-123.617,-30.1392
1481,372.882,-77.4261,-184.213,-52.9688
1482,468.164,18.9514,-120.532,17.439
1483,464.441,26.8506,-83.3319,8.66455
1484,324.335,45.8679,-91.9238,-37.5586
1485,378.686,-24.0765,-153.644,-23.0969
1486,440.466,-47.7081,-71.322,-33.4717
1487,329.95,29.9487,-159.424,-41.4221
1488,317.566,-89.4177,-99.4006,44.7766
1489,490.491,-44.8517,-94.9658,6.97632
1490,349.353,-44.6924,-157.835,15.531
1491,441.284,-33.2831,-144.65,19.1931
1492,335.516,37.3865,-155.609,-54.7778
1493,347.809,74.2017,-135.529,8.47046
1494,319.995,-79.2828,-107.86,8.22876
1495,460.809,-10.6018,-162.394,31.5381
1496,354.297,1.35132,-87.1857,1.72485
1497,342.096,-43.2422,-145.372,10.9607
1498,385.736,-10.9094,-87.5018,-44.4873
1499,415.326,-13.7659,-139.989,52.4927
1500,470.752,-48.3453,-80.3412,36.8628
1501,441.766,8.72314,-139.745,57.3926
1502,313.147,-58.667,-123.694,-9.62769
1503,321.106,53.9264,-71.2067,-50.2002
1504,327.405,4.08142,-103.344,32.8015
1505,417.194,-89.2639,-121.579,39.0564
1506,426.971,31.2176,-86.6858,-37.0825
1507,408.868,70.1587,-138.771,-42.9382
1508,337.506,-6.48743,-169.05,-33.6621
1509,465.698,-9.34387,-63.999,10.6128
1510,435.193,17.8583,-92.5433,-4.63257
1511,348.785,-13.9087,-136.844,28.7439
1512,309.998,-53.5803,-177.373,3.8562
1513,436.548,76.0693,-172.84,25.0781
1514,453.967,-1.76331,-65.661,-42.9602
1515,475.482,-61.1389,-153.541,35.1636
1516,474.512,13.3978,-177.8,-23.6279
1517,455.969,-33.2172,-169.114,-31.1755
1518,432.672,-20.3302,-141.249,19.3762
1519,413.037,4.08691,-133.414,-42.4988
1520,306.409,41.6327,-71.8903,54.4922
1521,352.148,87.3413,-111.543,-3.40942
1522,378.876,-7.67395,-87.8351,10.9131
1523,499.982,-51.6522,-139.963,-37.1997
1524,351.727,47.406,-155.771,-16.5601
1525,480.212,-20.4895,-99.0417,6.47095
1526,383.368,21.7419,-129.774,-27.6892
1527,414.301,61.7212,-198.141,-1.04736
1528,452.234,-31.3934,-122.647,-1.94824
1529,347.253,34.7772,-113.209,-45.0806
1530,445.117,-58.7164,-89.7363,-8.67554
1531,398.431,10.2448,-136.836,-10.2759
1532,370.38,-42.7698,-165.278,57.7661
1533,437.305,-13.1397,-140.852,51.7493
1534,496.307,-15.3149,-71.2152,37.8332
1535,484.259,28.4381,-131.389,29.7327
1536,414.331,-48.1366,-118.511,41.6382
1537,436.365,-75.7837,-156.468,-4.8706
1538,427.338,-41.4679,-161.018,38.811
1539,318.14,-48.2025,-126.078,-20.5518
1540,462.94,-29.8004,-141.753,-56.6748
1541,457.373,42.5061,-104.75,6.59546
1542,311.786,74.7455,-131.777,-46.6443
1543,385.864,49.2957,-96.6364,20.2148
1544,390.784,41.5393,-141.489,-53.8989
1545,465.228,37.1338,-163.086,-53.9612
1546,431.445,-16.8915,-124.454,-32.3401
1547,437.677,55.882,-172.729,9.22485
1548,493.127,-40.7263,-173.758,17.8455
1549,301.788,-64.281,-164.06,-13.2935
1550,301.324,-36.2329,-70.8136,-29.9597
1551,313.293,4.98779,-60.4871,34.5337
1552,310.95,-66.5936,-146.693,-13.9563
1553,310.858,30.6189,-137.947,-29.7839
1554,494.611,-40.2979,-95.9528,-14.0918
1555,366.858,-18.9899,-144.966,10.0598
1556,455.914,-16.9684,-82.973,-27.2058
1557,363.184,-88.5883,-155.229,-38.4705
1558,467.712,49.2462,-80.7813,12.7991
1559,491.992,51.8225,-72.6764,-9.42627
1560,435.413,48.8507,-102.37,-10.1917
1561,481.494,17.3969,-169.067,-36.0205
1562,385.236,18.5998,-64.5374,-24.657
1563,346.747,21.2915,-134.072,6.70898
1564,477.515,-74.328,-124.211,13.4033
1565,465.442,-49.8889,-137.836,-5.74951
1566,344.983,14.2932,-87.2754,40.2942
1567,378.65,81.7493,-126.061,19.9585
1568,356.018,-85.1056,-129.902,59.5019
1569,316.644,25.8069,-147.585,37.3975
1570,402.972,-64.27,-172.37,-28.4949
1571,449.658,26.4935,-174.476,-2.32178
1572,415.411,37.0294,-145.406,18.6401
1573,463.678,-52.0203,-114.581,1.82007
1574,398.419,87.6434,-169.012,44.9377
1575,461.2,82.3151,-156.617,-11.9238
1576,395.874,-35.8209,-83.7763,-29.0332
1577,387.06,-0.175781,-187.764,34.2883
1578,378.735,32.6349,-154.716,43.6743
1579,379.156,-58.0188,-103.716,-44.7766
1580,458.313,32.5525,-147.615,21.2366
1581,444.269,76.7944,-171.285,-5.07202
1582,424.548,-36.3483,-137.827,52.8955
1583,458.844,-43.2806,-183.457,-25.946
1584,409.32,-85.0342,-111.616,13.8098
1585,494.739,-20.9564,-66.9855,12.2205
1586,474.683,-83.5126,-179.992,54.8914
1587,470.05,-11.2445,-122.463,-54.6497
1588,326.196,-6.67419,-145.026,-32.3401
1589,324.853,63.9679,-196.902,-41.9861
1590,351.166,62.3035,-98.6914,4.07227
1591,322.009,63.7756,-168.811,30.769
1592,381.946,31.1462,-94.1754,31.3733
1593,472.943,-81.3208,-65.7678,2.51221
1594,384.222,-79.9036,-149.717,21.947
1595,488.409,-56.5521,-94.5129,7.8186
1596,470.276,6.04797,-164.949,-41.8579
1597,454.297,-87.4731,-163.509,-30.7214
1598,437.293,89.2145,-169.695,-7.86255
1599,432.391,-42.0831,-158.032,-55.1404
1600,430.603,42.2424,-65.3192,20.7642
1601,386.163,49.5813,-127.748,10.2356
1602,332.007,21.8738,-118.55,-4.62891
1603,431.549,38.3093,-106.779,36.1267
1604,473.035,-16.9464,-107.817,6.65405
1605,412.732,81.134,-126.3,-39.3384
1606,473.218,-64.3799,-62.0508,24.4958
1607,402.93,9.21204,-139.605,-43.2971
1608,403.388,43.396,-72.0483,12.8284
1609,330.158,-21.7859,-139.686,14.2017
1610,473.956,25.8673,-154.268,59.458
1611,328.033,61.2103,-189.31,17.5342
1612,448.181,22.2967,-167.188,40.9204
1613,411.536,44.0717,-83.6053,-42.1436
1614,380.469,38.3752,-60.1025,22.3169
1615,477.814,-36.6504,-185.136,40.4297
1616,479.645,-44.632,-174.481,-47.8345
1617,431.927,-53.3221,-71.4716,-33.0176
1618,497.217,-78.2446,-197.77,-27.7588
1619,437.671,75.6573,-175.275,33.0505
1620,440.692,47.3511,-129.744,22.4158
1621,493.335,-88.7585,-116.875,-39.6936
1622,411.841,-60.0293,-181.316,-59.4946
1623,332.477,21.6376,-169.358,23.9209
1624,369.965,64.5557,-165.867,57.1252
1625,449.725,-67.3132,-116.115,34.8999
1626,420.203,64.8303,-63.0933,5.50415
1627,451.538,60.7709,-120.964,17.4243
1628,426.788,-12.5794,-75.304,-53.6353
1629,332.007,68.1757,-110.684,-58.7952
1630,351.355,88.5114,-176.279,7.73071
1631,473.615,-58.9856,-190.122,-51.1926
1632,316.199,-57.0245,-132.581,-20.1929
1633,373.047,9.59106,-129.761,-1.9812
1634,392.572,-83.9795,-137.378,-15.2087
1635,491.937,-88.6926,-165.799,-0.831299
1636,313.94,-42.6544,-96.7944,-38.2581
1637,432.672,-83.9575,-172.729,-32.5049
1638,314.307,37.738,-88.7109,6.40137
1639,439.172,-65.9509,-148.414,-49.53
1640,491.449,68.2635,-174.113,6.06079
1641,422.656,-13.6395,-191.664,-29.8462
1642,495.227,21.8738,-120.917,9.38599
1643,312.439,-22.3627,-112.325,-19.4641
1644,340.869,77.5635,-160.279,11.272
1645,331.714,31.6077,-73.8385,-40.1294
1646,347.217,67.0056,-115.452,-7.32056
1647,398.328,-51.07,-168.337,18.0396
1648,400.049,23.6865,-123.096,-24.5142
1649,450.543,-52.4158,-184.217,38.8806
1650,340.338,34.5575,-147.103,-27.6746
1651,497.858,-14.2328,-126.206,57.5281
1652,477.539,-65.8301,-104.942,-48.5706
1653,396.759,7.29492,-87.959,52.7747
1654,427.869,-78.6951,-186.465,56.4771
1655,351.52,29.4653,-177.125,-5.59937
1656,477.594,-61.853,-105.267,1.43189
1657,339.966,73.4821,-72.9285,25.5139
1658,471.301,-28.125,-82.4689,40.3967
1659,464.258,-62.677,-176.241,59.9085
1660,425.177,18.858,-63.089,32.439
1661,426.685,71.1255,-152.174,-5.5957
1662,465.308,71.2463,-104.848,-38.5437
1663,330.45,-44.9011,-185.136,56.1768
1664,490.942,-53.855,-119.498,-9.00146
1665,405.42,-80.0903,-186.439,-34.8816
1666,362.781,37.2436,-86.6644,54.137
1667,458.948,-70.4498,-174.348,31.1792
1668,416.254,-71.0431,-180.159,58.2752
1669,451.617,6.75659,-146.675,-13.3044
1670,499.811,-86.9403,-106.805,-14.9707
1671,398.047,-39.1058,-145.851,-6.24756
1672,338.177,7.83325,-177.792,5.03906
1673,392.67,38.3203,-96.5125,-13.4802
1674,420.685,79.7168,-192.472,7.83325
1675,360.498,-24.6753,-115.568,-11.4038
1676,414.49,-12.5738,-194.706,-13.3337
1677,332.928,53.4759,-174.788,-34.6545
1678,302.905,-71.3892,-161.689,-41.6418
1679,448.505,17.5287,-95.8716,51.2622
1680,448.657,88.9783,-165.269,18.1458
1681,478.705,-4.17481,-158.032,-47.7173
1682,382.172,-46.0327,-165.795,49.5227
1683,478.723,3.15857,-78.0768,43.1653
1684,314.856,-17.1551,-138.425,49.0796
1685,363.257,6.1908,-142.971,-40.199
1686,377.38,65.3796,-111.957,-13.645
1687,407.263,11.3324,-154.934,-33.4204
1688,382.965,-19.0283,-120.178,38.6719
1689,471.79,-4.86694,-109.018,58.7256
1690,315.643,60.2875,-65.661,0.992432
1691,354.688,37.1613,-83.1567,39.6423
1692,343.567,69.4116,-196.116,30.7434
1693,466.467,-64.5721,-180.791,-26.7517
1694,357.269,-83.5181,-93.2056,-32.3181
1695,431.012,-75.7672,-105.895,51.3428
1696,432.953,20.8246,-93.8849,-11.2793
1697,411.414,-25.4114,-190.596,-4.08325
1698,420.764,84.6002,-104.22,-42.2205
1699,360.706,17.1002,-95.2393,36.5332
1700,458.099,46.9611,-145.714,-9.36401
1701,397.693,7.34985,-80.9479,-17.3621
1702,407.855,-19.3524,-114.149,-45.249
1703,307.69,13.7988,-94.7308,-9.07471
1704,421.71,11.1786,-150.892,-55.8618
1705,368.329,-31.8329,-167.042,27.6746
1706,428.442,78.4644,-86.7542,49.1748
1707,300.342,-21.6595,-161.86,-53.9063
1708,347.174,80.9418,-198.287,21.4783
1709,343.31,-56.2665,-139.275,58.6597
1710,425.665,42.2424,-196.625,33.728
1711,456.482,-86.7865,-70.553,44.4653
1712,303.595,-59.6942,-88.822,14.5203
1713,444.55,-74.5367,-165.735,31.571
1714,400.836,-80.9638,-111.667,-41.792
1715,408.405,51.8829,-133.691,14.3298
1716,430.762,-17.5616,-158.01,9.74121
1717,320.941,-78.0084,-174.716,5.75317
1718,438.489,71.2463,-95.6024,-35.4822
1719,327.838,71.2958,-65.5927,-35.1599
1720,364.191,-17.9022,-138.417,-16.7761
1721,373.322,71.6913,-117.191,-21.0828
1722,331.354,29.1303,-150.482,1.67358
1723,350.964,-75.6409,-84.5282,-19.0027
1724,460.083,-71.8506,-122.194,-4.34326
1725,379.468,35.1508,-89.3433,-37.8809
1726,405.365,43.2752,-139.173,20.7898
1727,403.436,-47.5214,-195.206,-41.3196
1728,420.349,-43.9343,-123.557,27.345
1729,319.141,7.69592,-175.049,54.7852
1730,344.653,-62.8473,-187.858,50.1013
1731,425.336,-81.98,-171.285,39.6057
1732,317.603,-79.5904,-61.2817,53.1958
1733,399.023,-68.1262,-148.367,39.6973
1734,416.565,-60.4358,-108.548,29.9487
1735,396.216,16.8311,-97.8711,-33.6365
1736,420.166,47.3566,-161.227,-2.27051
1737,477.765,-30.0421,-156.066,57.9968
1738,496.637,77.168,-81.5717,7.78565
1739,360.083,-89.2639,-74.0094,-2.59644
1740,417.053,-32.8271,-98.8239,50.083
1741,490.973,76.4429,-140.104,-35.8191
1742,493.622,-73.0316,-78.0725,-26.8359
1743,450.378,-79.964,-195.193,22.0276
1744,442.987,86.7316,-101.563,18.9844
1745,476.196,-69.4391,-100.135,1.11328
1746,374.469,-11.1621,-122.523,52.7564
1747,315.015,56.0138,-115.871,-4.59595
1748,303.394,82.0129,-91.5094,7.78931
1749,397.943,-51.2402,-76.0089,35.0134
1750,389.331,-2.02148,-135.212,-14.6558
1751,341.357,-46.5875,-151.913,13.5498
1752,499.402,-89.4122,-87.8009,9.45557
1753,372.681,-42.7753,-130.269,-9.53979
1754,496.558,-62.5397,-194.745,36.8079
1755,481.207,62.9736,-143.159,28.3557
1756,452.85,-75.8661,-189.144,-18.4534
1757,493.823,24.3622,-190.652,45.3882
1758,387.714,-29.3005,-100.554,-4.85229
1759,475.836,-36.1011,-135.879,42.561
1760,331.268,80.9363,-136.319,41.2427
1761,456.732,33.2996,-172.601,-13.9014
1762,312.561,13.9636,-195.39,-34.5264
1763,480.963,-83.6279,-85.2972,-55.2283
1764,472.894,58.3759,-134.665,-59.6741
1765,383.728,-25.5981,-101.742,2.24853
1766,304.059,28.8721,-87.818,-35.0061
1767,491.76,74.0533,-118.076,-55.5579
1768,411.67,85.4242,-136.609,-19.8047
1769,449.091,57.7496,-96.3971,41.8543
1770,403.388,-45.1044,-174.733,-1.95923
1771,367.853,56.5796,-94.8291,46.9006
1772,302.24,-24.8236,-104.134,6.85547
1773,304.047,-74.3335,-70.0916,6.28784
1774,484.906,1.85669,-83.8446,11.0413
1775,458.319,-37.9303,-152.61,8.32764
1776,344.958,-42.6819,-131.299,-34.0869
1777,301.764,25.1807,-134.046,-54.7119
1778,481.189,42.4237,-196.18,-32.4573
1779,426.691,-60.3973,-127.419,10.7556
1780,410.87,70.6311,-146.735,-22.3975
1781,322.394,-79.4421,-159.664,11.9495
1782,408.02,84.6332,-88.5999,43.2019
1783,475.952,-58.244,-96.709,17.0911
1784,466.73,-84.4958,-176.134,51.7493
1785,398.004,25.7959,-181.056,57.7258
1786,389.38,24.3512,-196.262,-19.2261
1787,373.541,17.0673,-81.8665,-33.9111
1788,399.994,26.4331,-184.773,42.7954
1789,337.653,-82.8864,-97.525,-52.5696
1790,482.452,-62.1881,-115.17,5.13794
1791,476.343,62.5561,-170.734,-32.6331
1792,443.823,4.5044,-199.987,-35.2039
1793,352.313,65.451,-76.0687,-5.76782
1794,302.618,14.0955,-124.63,58.2678
1795,355.713,-63.7811,-80.0891,16.4063
1796,402.087,69.9115,-153.686,-53.5913
1797,479.944,-31.0144,-113.88,-45.3332
1798,448.474,-52.3663,-189.776,-5.73852
1799,422.443,-70.4718,-118.161,-50.4602
1800,474.347,-85.545,-144.851,-54.093
1801,410.443,65.6158,-160.847,-56.3745
1802,326.813,-49.2902,-84.0582,14.3115
1803,351.776,-20.0665,-187.127,-1.03638
1804,480.872,74.0259,-142.036,-53.8293
1805,310.657,45.4614,-102.054,29.3555
1806,377.631,-34.0411,-71.7535,21.7346
1807,308.429,-36.6339,-185.606,27.7332
1808,487.634,61.1279,-105.852,29.6814
1809,449.39,43.3795,-160.279,-51.5259
1810,499.121,-41.1328,-190.455,56.9458
1811,371.545,-13.277,-131.154,-35.2332
1812,431.311,-82.6447,-111.5,-26.4514
1813,422.406,31.4484,-178.492,20.9436
1814,472.693,30.2673,-93.573,12.4695
1815,359.747,-39.6222,-142.792,-0.168457
1816,344.287,-34.0906,-191.237,44.4727
1817,377.411,-68.5327,-162.372,25.0964
1818,387.946,-11.1401,-152.845,-52.0496
1819,456.085,70.697,-143.462,58.5718
1820,379.639,24.0985,-176.895,-6.22925
1821,439.075,87.4731,-122.775,-7.38281
1822,467.7,3.67493,-180.825,45.1282
1823,433.087,-7.48718,-122.575,-2.53052
1824,436.151,55.8215,-102.374,-27.6269
1825,334.009,-61.7761,-198.27,43.5608
1826,492.957,-3.38928,-113.389,-37.1338
1827,477.71,81.6229,-118.473,38.8843
1828,383.313,-75.91,-186.153,5.81543
1829,415.79,-70.3015,-77.6025,-18.6731
1830,427.93,-65.0885,-132.226,-7.87354
1831,416.382,47.3181,-60.9442,6.02417
1832,486.316,43.5059,-113.765,-50.7605
1833,489.935,7.61352,-102.229,-32.3144
1834,445.05,-56.3269,-87.3566,50.9802
1835,339.984,-35.1343,-173.724,-2.03979
1836,431.061,52.7783,-140.331,42.3999
1837,438.928,89.9011,-128.795,-2.23755
1838,349.927,58.3429,-179.612,-0.380859
1839,428.833,27.9932,-116.999,-15.3772
1840,349.139,7.22351,-93.0304,24.668
1841,447.192,-0.769043,-71.6425,-24.9609
1842,406.39,-22.7801,-103.152,-44.6668
1843,377.716,-58.5736,-89.8901,1.80542
1844,442.853,-48.7518,-193.617,50.0061
1845,426.111,-64.5062,-165.308,26.3635
1846,361.462,73.9545,-147.953,7.52197
1847,420.868,-66.6486,-112.974,-13.8464
1848,410.205,30.8661,-60.9143,42.0044
1849,439.026,48.3069,-107.023,-23.0603
1850,470.386,70.0433,-62.3114,52.7051
1851,356.976,-32.0636,-150.764,-29.8242
1852,469.91,66.1981,-93.3209,8.85498
1853,326.227,9.50867,-159.215,25.3308
1854,321.576,47.3511,-155.34,-10.4993
1855,374.182,37.8259,-94.2224,37.2436
1856,386.365,23.9612,-191.293,-1.64429
1857,329.95,25.6696,-152.007,-21.5405
